lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,15.706,15.975,27.498
1,15.970,16.035,27.532
2,15.662,15.925,27.542
3,15.393,15.488,27.015
4,15.627,15.726,27.264
5,15.493,15.582,27.015
6,15.363,15.517,27.070
7,15.433,15.458,26.751
8,15.502,15.617,27.363
9,16.726,16.876,28.159
10,16.249,16.353,27.905
11,15.682,15.955,27.443
12,16.408,16.463,28.000
13,15.781,15.846,27.308
14,15.642,15.801,27.517
15,15.910,16.025,27.289
16,15.398,15.562,27.015
17,15.741,15.886,27.025
18,15.891,16.010,27.512
19,15.020,15.015,26.562
20,16.139,16.104,27.527
21,16.090,16.199,27.886
22,15.214,15.388,26.831
23,15.373,15.552,26.706
24,15.572,15.542,27.249
25,15.134,15.378,26.771
26,16.080,16.184,27.403
27,15.657,15.507,27.189
28,15.050,15.045,26.358
29,15.104,15.289,26.552
30,15.542,15.667,27.393
31,15.791,15.930,27.209
32,16.338,16.383,27.841
33,14.791,14.846,26.274
34,15.711,15.711,26.826
35,15.846,15.826,27.124
36,14.711,14.975,26.274
37,15.985,16.050,27.766
38,15.851,15.746,27.512
39,15.900,15.821,27.572
40,15.050,15.015,26.597
41,14.592,14.746,26.443
42,15.189,15.552,26.935
43,15.493,15.786,26.896
44,15.473,15.642,26.925
45,15.517,15.935,27.010
46,15.194,15.433,26.677
47,15.204,15.269,26.468
48,15.935,15.995,27.100
49,16.189,16.358,27.891
50,15.030,14.970,26.766
51,15.726,15.771,27.000
52,15.975,16.085,27.627
53,15.711,15.687,27.065
54,15.129,15.194,26.677
55,15.672,15.781,27.080
56,15.915,16.080,27.642
57,15.463,15.507,26.796
58,14.965,15.264,26.428
59,14.935,14.955,26.269
60,16.398,16.408,27.846
61,15.721,15.846,27.199
62,15.498,15.721,26.886
63,15.149,15.269,26.532
64,15.811,15.905,27.169
65,15.209,15.299,26.542
66,14.866,14.881,26.159
67,14.826,14.751,26.055
68,15.876,15.876,27.065
69,14.716,14.751,26.289
70,14.980,15.000,26.478
71,15.254,15.204,26.701
72,15.308,15.249,26.388
73,15.050,15.209,26.363
74,16.005,15.980,27.592
75,15.363,15.249,26.746
76,15.095,15.124,26.363
77,15.527,15.736,26.891
78,15.060,15.204,26.493
79,15.259,15.164,26.507
80,15.378,15.537,26.801
81,15.552,15.657,27.184
82,16.189,16.343,27.716
83,14.711,14.746,26.065
84,15.557,15.532,26.965
85,15.637,15.846,26.826
86,15.030,15.199,26.388
87,15.418,15.567,26.617
88,15.856,16.050,27.378
89,15.134,15.184,26.527
90,14.925,15.184,25.935
91,15.517,15.597,26.682
92,14.721,14.881,26.060
93,15.617,15.826,27.100
94,14.970,15.144,26.323
95,15.378,15.637,26.886
96,15.517,15.637,26.950
97,15.154,15.274,26.532
98,15.214,15.393,26.662
99,15.567,15.667,26.856
100,14.861,14.597,26.050
101,14.741,15.085,26.144
102,15.244,15.343,26.368
103,14.935,14.990,26.129
104,14.408,14.607,25.662
105,14.657,14.736,25.970
106,15.174,15.179,26.463
107,15.179,15.189,26.269
108,15.358,15.438,26.771
109,14.234,14.483,25.801
110,15.075,15.323,26.507
111,15.582,15.801,26.930
112,15.856,15.886,26.990
113,15.313,15.687,26.721
114,15.587,15.682,27.005
115,15.607,15.726,26.826
116,15.692,15.781,27.259
117,15.075,15.005,26.299
118,15.572,15.493,27.239
119,15.000,14.965,26.259
120,15.756,15.841,27.065
121,15.299,15.279,26.542
122,15.816,15.806,27.020
123,14.667,14.692,25.632
124,14.592,14.527,26.144
125,15.055,15.139,26.219
126,15.169,14.990,26.557
127,15.488,15.517,26.701
128,15.139,15.338,26.403
129,14.393,14.542,25.876
130,15.756,15.572,26.826
131,14.697,14.642,26.030
132,14.572,14.627,25.935
133,15.443,15.537,26.781
134,15.393,15.433,26.627
135,15.642,15.751,26.985
136,15.582,15.642,26.721
137,14.910,15.070,26.219
138,14.557,14.642,25.985
139,15.647,15.726,27.045
140,15.507,15.771,26.667
141,15.100,15.090,26.284
142,14.905,14.930,26.259
143,14.945,15.035,25.821
144,15.174,15.313,26.388
145,15.567,15.507,26.776
146,15.771,15.761,26.915
147,15.463,15.438,26.726
148,15.433,15.463,26.781
149,14.358,14.398,25.756
150,15.627,15.682,26.881
151,15.483,15.632,26.597
152,15.269,15.259,26.791
153,15.343,15.488,26.577
154,14.274,14.453,25.672
155,15.338,15.363,26.418
156,15.020,15.184,26.746
157,15.687,15.721,26.881
158,16.378,16.493,27.811
159,13.746,13.677,24.886
160,14.826,15.040,26.100
161,15.612,15.816,26.985
162,14.806,14.985,25.896
163,15.279,15.458,26.632
164,14.881,14.965,26.060
165,15.517,15.473,26.910
166,14.910,14.771,25.965
167,15.020,15.114,26.045
168,14.811,14.821,25.876
169,15.438,15.557,26.731
170,16.090,16.095,27.194
171,15.418,15.458,26.577
172,15.990,16.184,27.015
173,15.164,15.159,26.109
174,15.224,15.294,26.547
175,15.368,15.602,26.617
176,15.378,15.517,26.453
177,15.522,15.632,26.652
178,14.836,14.925,26.179
179,14.980,14.905,26.234
180,14.905,15.109,26.388
181,13.960,13.950,25.259
182,14.244,14.328,25.453
183,15.498,15.522,26.706
184,15.114,15.209,26.189
185,14.134,14.289,25.632
186,15.965,16.010,27.224
187,15.020,15.109,26.050
188,16.025,16.139,27.060
189,15.786,15.970,27.080
190,14.826,14.811,25.896
191,15.970,16.015,27.562
192,16.318,16.443,27.547
193,15.234,15.388,26.647
194,15.567,15.692,26.871
195,15.413,15.657,26.736
196,15.746,15.776,26.891
197,14.701,14.791,25.900
198,15.532,15.552,26.622
199,15.055,15.129,26.249
