lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.075,22.781,27.851
1,16.264,22.746,27.577
2,16.000,22.443,27.781
3,15.801,22.129,27.274
4,15.990,22.507,27.512
5,15.856,22.199,27.269
6,15.672,21.881,27.045
7,15.517,21.866,27.164
8,15.731,22.388,27.502
9,16.881,23.318,28.408
10,16.403,22.975,28.055
11,16.020,22.343,27.642
12,16.746,23.209,28.209
13,16.229,22.502,27.672
14,15.990,22.587,27.617
15,16.189,22.577,27.512
16,15.667,22.129,27.109
17,15.965,22.378,27.612
18,16.164,22.602,27.726
19,15.368,21.607,26.925
20,16.318,22.711,27.632
21,16.353,23.124,28.353
22,15.443,21.841,27.025
23,15.781,22.000,27.129
24,15.697,22.333,27.358
25,15.507,21.736,26.856
26,16.403,22.463,27.697
27,15.751,22.214,27.209
28,15.303,21.692,26.761
29,15.418,21.995,26.955
30,15.866,22.498,27.637
31,16.075,22.433,27.234
32,16.612,23.080,27.881
33,15.169,21.478,26.383
34,15.826,22.269,27.020
35,15.995,22.413,27.438
36,15.085,21.333,26.294
37,16.368,22.826,28.020
38,15.806,22.318,27.642
39,16.104,22.667,27.577
40,15.065,21.597,26.652
41,15.055,21.453,26.597
42,15.597,21.920,27.209
43,15.801,22.035,27.114
44,15.746,22.055,27.244
45,15.985,22.204,27.632
46,15.418,21.866,26.761
47,15.418,21.786,26.716
48,16.214,22.353,27.353
49,16.408,22.841,28.318
50,15.289,21.721,26.851
51,16.060,22.323,27.279
52,16.114,22.716,27.900
53,15.776,22.328,27.473
54,15.473,21.866,26.925
55,15.836,22.174,27.269
56,16.343,22.756,27.612
57,15.726,22.209,27.035
58,15.493,21.861,26.393
59,15.090,21.353,26.547
60,16.697,23.015,28.169
61,16.050,22.557,27.378
62,15.677,22.239,27.194
63,15.294,21.851,26.776
64,16.075,22.532,27.224
65,15.393,21.846,26.657
66,15.065,21.299,26.617
67,15.015,21.358,26.308
68,16.060,22.423,27.318
69,15.015,21.398,26.473
70,15.189,21.741,26.692
71,15.338,21.697,26.667
72,15.502,21.672,26.527
73,15.388,21.592,26.910
74,16.209,22.692,27.841
75,15.567,21.955,26.736
76,15.189,21.478,26.522
77,15.876,21.876,26.866
78,15.313,21.711,26.478
79,15.393,21.886,26.871
80,15.791,21.970,26.786
81,15.935,22.239,27.323
82,16.597,22.831,27.836
83,15.109,21.090,26.433
84,15.786,21.900,26.910
85,16.065,22.095,27.070
86,15.453,21.781,26.597
87,15.746,21.881,26.886
88,16.313,22.443,27.567
89,15.303,21.677,26.776
90,15.313,21.358,26.428
91,15.657,21.910,27.020
92,14.985,21.269,26.199
93,15.915,22.244,27.214
94,15.308,21.791,26.841
95,15.687,22.095,27.010
96,15.567,22.075,27.060
97,15.423,21.726,26.861
98,15.706,21.925,26.761
99,15.761,21.851,27.025
100,14.796,21.144,26.134
101,15.154,21.303,26.433
102,15.677,21.597,26.428
103,15.179,21.388,26.478
104,14.642,20.975,25.910
105,14.896,21.229,26.164
106,15.532,21.602,26.721
107,15.338,21.761,26.667
108,15.473,22.303,27.104
109,14.448,20.816,25.667
110,15.299,21.682,26.542
111,15.910,22.279,27.035
112,15.985,22.274,27.085
113,15.716,22.318,26.846
114,15.975,22.259,27.085
115,15.821,22.134,27.055
116,15.861,22.264,27.542
117,15.244,21.547,26.423
118,15.642,22.408,27.552
119,15.254,21.478,26.498
120,16.055,22.393,27.338
121,15.348,22.010,27.010
122,15.935,22.423,27.498
123,14.756,21.264,25.866
124,14.746,21.144,26.308
125,15.378,21.274,26.587
