lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.114,15.945,27.493
1,16.055,16.005,27.562
2,15.876,15.692,27.662
3,15.627,15.577,27.368
4,15.836,15.522,27.438
5,15.771,15.542,27.075
6,15.627,15.358,27.035
7,15.502,15.453,26.861
8,15.910,15.572,27.488
9,16.905,16.711,28.159
10,16.358,16.139,27.771
11,15.985,15.721,27.488
12,16.662,16.383,28.065
13,16.035,15.786,27.592
14,15.761,15.483,27.408
15,16.144,15.990,27.413
16,15.577,15.373,27.050
17,16.005,15.925,27.358
18,16.045,15.846,27.468
19,15.095,14.866,26.781
20,16.179,16.015,27.622
21,16.323,15.985,28.124
22,15.388,15.388,26.841
23,15.627,15.383,26.711
24,15.687,15.627,27.348
25,15.254,15.219,26.786
26,16.154,15.960,27.582
27,15.652,15.428,27.000
28,15.189,14.955,26.522
29,15.418,15.070,26.647
30,15.761,15.557,27.652
31,15.806,15.796,27.408
32,16.522,16.388,27.910
33,14.886,14.731,26.463
34,15.761,15.517,27.035
35,15.905,15.925,27.204
36,14.980,14.736,26.323
37,16.303,15.876,27.622
38,15.776,15.657,27.313
39,15.965,15.866,27.532
40,15.080,14.891,26.413
41,14.811,14.766,26.512
42,15.552,15.433,27.144
43,15.896,15.632,27.219
44,15.577,15.602,27.090
45,15.836,15.697,27.453
46,15.368,15.358,26.781
47,15.299,15.095,26.632
48,16.114,15.905,27.139
49,16.358,16.144,28.080
50,15.259,14.955,26.781
51,15.910,15.582,27.219
52,15.985,15.910,27.905
53,15.687,15.642,27.294
54,15.383,15.109,26.836
55,15.935,15.711,27.149
56,16.199,16.040,27.547
57,15.557,15.388,27.005
58,15.194,15.164,26.189
59,15.040,14.876,26.448
60,16.682,16.338,28.000
61,16.005,15.801,27.338
62,15.701,15.592,26.970
63,15.463,15.139,26.697
64,16.050,15.856,27.214
65,15.343,15.179,26.562
66,15.060,14.781,26.214
67,15.035,14.851,25.965
68,16.015,15.920,27.164
69,14.871,14.642,26.353
70,15.244,15.040,26.856
71,15.388,15.189,26.900
72,15.458,15.299,26.463
73,15.239,15.075,26.512
74,16.279,15.990,27.602
75,15.343,15.184,26.851
76,15.129,14.930,26.289
77,15.771,15.592,26.771
78,15.239,15.020,26.557
79,15.363,15.199,26.741
80,15.632,15.507,26.662
81,15.831,15.672,27.224
82,16.373,16.189,27.821
83,14.925,14.711,26.144
84,15.731,15.582,26.826
85,16.080,15.692,27.015
86,15.289,14.970,26.572
87,15.692,15.652,26.831
88,16.129,15.980,27.433
89,15.303,15.060,26.776
90,15.080,14.821,26.124
91,15.692,15.522,26.861
92,14.900,14.796,26.129
93,15.811,15.706,27.010
94,15.244,15.050,26.597
95,15.577,15.517,27.075
96,15.677,15.478,27.134
97,15.244,15.149,26.453
98,15.572,15.318,26.652
99,15.662,15.512,26.741
100,14.891,14.721,26.015
101,15.035,14.821,26.259
102,15.587,15.403,26.323
103,15.144,14.891,26.189
104,14.607,14.423,25.731
105,14.781,14.662,26.144
106,15.373,15.045,26.672
107,15.239,15.284,26.478
108,15.726,15.478,26.920
109,14.383,14.159,25.886
110,15.234,15.085,26.597
111,15.846,15.706,27.109
112,16.020,15.881,27.060
113,15.741,15.428,26.891
114,15.806,15.756,27.174
115,15.771,15.577,27.164
116,15.891,15.652,27.279
117,15.144,14.985,26.488
118,15.607,15.483,27.517
119,15.348,14.945,26.537
120,15.970,15.652,27.209
121,15.557,15.423,26.682
122,15.975,15.617,27.229
123,14.856,14.582,25.866
124,14.647,14.438,26.333
125,15.095,15.045,26.164
126,15.274,15.040,26.642
127,15.527,15.428,26.821
128,15.338,15.134,26.473
129,14.642,14.448,26.100
130,15.945,15.557,26.891
131,14.756,14.607,25.970
132,14.677,14.498,26.104
133,15.597,15.453,26.756
134,15.547,15.418,26.657
135,15.831,15.627,26.925
136,15.811,15.677,26.816
137,15.005,14.940,26.478
138,14.751,14.567,26.139
139,15.910,15.592,26.816
140,15.831,15.453,26.891
141,15.149,14.940,26.423
142,14.940,14.910,26.308
143,15.179,14.871,26.085
144,15.502,15.348,26.498
145,15.647,15.363,26.781
146,15.786,15.547,27.015
147,15.647,15.318,26.776
148,15.602,15.502,27.139
149,14.741,14.398,25.910
150,15.866,15.587,26.955
151,15.791,15.517,26.622
152,15.572,15.229,26.871
153,15.647,15.403,26.970
154,14.507,14.383,25.930
155,15.423,15.204,26.517
