lambda_idx,t_1_ms
0,14870.000
1,14700.000
2,14730.000
3,14854.000
4,15150.000
5,14965.000
6,15255.000
7,15007.000
8,14991.000
9,15172.000
10,14912.000
11,14868.000
12,15004.000
13,14826.000
14,14901.000
15,15200.000
16,14654.000
17,14785.000
18,14781.000
19,14579.000
20,14416.000
21,14772.000
22,15004.000
23,14956.000
24,14938.000
25,14923.000
26,14938.000
27,14944.000
28,14859.000
29,14765.000
30,14867.000
31,15067.000
32,14920.000
33,15079.000
34,14967.000
35,14829.000
36,14775.000
37,15001.000
38,14943.000
39,15105.000
40,14928.000
41,14824.000
42,15209.000
43,14797.000
44,15151.000
45,14840.000
46,15140.000
47,15115.000
48,14972.000
49,15117.000
50,14841.000
51,14982.000
52,14953.000
53,14979.000
54,15113.000
55,15135.000
56,15011.000
57,15012.000
58,14820.000
59,15059.000
60,14935.000
61,14776.000
62,14853.000
63,14888.000
64,14982.000
65,14985.000
66,14672.000
67,14937.000
68,14929.000
69,15085.000
70,14978.000
71,15089.000
72,15132.000
73,14766.000
74,15000.000
75,14770.000
76,15332.000
77,14911.000
78,15104.000
79,14853.000
80,15254.000
81,14980.000
82,15266.000
83,15184.000
84,14714.000
85,15055.000
86,14974.000
87,15117.000
88,14944.000
89,14894.000
90,14793.000
91,15289.000
92,15202.000
93,15018.000
94,14886.000
95,15024.000
96,14955.000
97,14758.000
98,14903.000
99,14863.000
100,15281.000
101,15189.000
102,14909.000
103,14961.000
104,14856.000
105,14869.000
106,14561.000
107,15055.000
108,15176.000
109,15089.000
110,14886.000
111,14686.000
112,14767.000
113,15123.000
114,14903.000
115,15324.000
116,15280.000
117,14735.000
118,14757.000
119,15103.000
120,14922.000
121,14908.000
122,14926.000
123,15132.000
124,14959.000
125,14839.000
126,15002.000
127,15014.000
128,15400.000
129,14907.000
130,15327.000
131,14915.000
132,15153.000
133,15388.000
134,15283.000
135,15050.000
136,14910.000
137,15470.000
138,14972.000
139,15000.000
140,15270.000
141,15044.000
142,15530.000
143,15502.000
144,15197.000
145,15194.000
146,15028.000
147,14849.000
148,15183.000
149,15267.000
150,15634.000
151,15959.000
152,15498.000
153,15579.000
154,15641.000
155,15605.000
156,16037.000
157,15347.000
158,15353.000
159,15113.000
160,15345.000
161,15054.000
162,15340.000
163,15209.000
164,15430.000
165,15744.000
166,16091.000
167,15687.000
168,15609.000
169,15775.000
170,15536.000
171,15281.000
172,15348.000
173,15195.000
174,15172.000
175,15346.000
176,15508.000
177,16096.000
178,16019.000
179,16418.000
180,16499.000
181,16345.000
182,16230.000
183,15846.000
184,15059.000
185,15356.000
186,15429.000
187,15168.000
188,15576.000
189,15248.000
190,15563.000
191,15996.000
192,16337.000
193,16686.000
194,17190.000
195,17574.000
196,18577.000
197,18932.000
198,18020.000
199,17123.000
200,15789.000
201,15986.000
202,15422.000
203,15699.000
204,15508.000
205,15243.000
206,15401.000
207,15707.000
208,15539.000
209,15810.000
210,15362.000
211,15249.000
212,14995.000
213,15359.000
214,14947.000
215,15506.000
216,14966.000
217,15506.000
218,15094.000
219,15181.000
220,15068.000
221,15378.000
222,15320.000
223,15175.000
224,15116.000
225,15690.000
226,15060.000
227,15259.000
228,15185.000
229,15105.000
230,15310.000
231,15340.000
232,15803.000
233,15852.000
234,16020.000
235,15631.000
236,15236.000
237,15562.000
238,15236.000
239,14906.000
240,15347.000
241,15117.000
242,14691.000
243,15061.000
244,15171.000
245,15167.000
246,15545.000
247,15067.000
248,15413.000
249,15413.000
250,15967.000
251,16349.000
252,16293.000
253,16095.000
254,15581.000
255,15283.000
256,15167.000
257,15373.000
258,16461.000
259,16296.000
260,16025.000
261,15539.000
262,15347.000
263,15494.000
264,15521.000
265,15353.000
266,15152.000
267,15220.000
268,15210.000
269,15156.000
270,15186.000
271,15091.000
272,15132.000
273,15251.000
274,15212.000
275,15336.000
276,14839.000
277,15179.000
278,15432.000
279,15218.000
280,14825.000
281,14960.000
282,15248.000
283,14889.000
284,15187.000
285,15219.000
286,14907.000
287,15248.000
288,15622.000
289,15677.000
290,16270.000
291,17219.000
292,16562.000
293,15908.000
294,15405.000
295,15142.000
296,15306.000
297,15185.000
298,15119.000
299,15557.000
300,15066.000
301,15091.000
302,15422.000
303,15498.000
304,15593.000
305,15547.000
306,15293.000
307,15063.000
308,15383.000
309,15099.000
310,14666.000
311,15094.000
312,15059.000
313,15232.000
314,15467.000
315,15533.000
316,15249.000
317,15243.000
318,15580.000
319,15105.000
320,15007.000
321,15165.000
322,14966.000
323,15126.000
324,14957.000
325,15217.000
326,15162.000
327,15115.000
328,15293.000
329,15130.000
330,14785.000
331,15343.000
332,15167.000
333,15320.000
334,15351.000
335,15201.000
336,15358.000
337,14964.000
338,14971.000
339,15176.000
340,15084.000
341,15239.000
342,14831.000
343,15043.000
344,15054.000
345,15101.000
346,15141.000
347,15025.000
348,15249.000
349,15271.000
350,15203.000
351,15269.000
352,14886.000
353,15333.000
354,15286.000
355,14964.000
356,15296.000
357,14969.000
358,15460.000
359,15206.000
360,15029.000
361,15093.000
362,15444.000
363,15224.000
364,15286.000
365,15221.000
366,15031.000
367,15275.000
368,15216.000
369,15039.000
370,15209.000
371,15038.000
372,15339.000
373,14976.000
374,15559.000
375,14964.000
376,15221.000
377,15201.000
378,15229.000
379,15254.000
380,15514.000
381,15212.000
382,14792.000
383,15061.000
384,15035.000
385,15451.000
386,15063.000
387,15246.000
388,15322.000
389,15183.000
390,15009.000
391,15877.000
392,15216.000
393,15361.000
394,15264.000
395,15226.000
396,15216.000
397,15315.000
398,15167.000
399,15686.000
400,15307.000
401,15317.000
402,15142.000
403,15078.000
404,15220.000
405,15284.000
406,14996.000
407,15167.000
408,15393.000
409,15230.000
410,15008.000
411,15223.000
412,15234.000
413,15189.000
414,15126.000
415,15097.000
416,15330.000
417,15122.000
418,15417.000
419,15371.000
420,15198.000
421,15437.000
422,15464.000
423,15743.000
424,15222.000
425,15234.000
426,15023.000
427,15074.000
428,15478.000
429,15377.000
430,14718.000
431,15699.000
432,15307.000
433,15134.000
434,15179.000
435,15215.000
436,15079.000
437,15099.000
438,14994.000
439,15217.000
440,15457.000
441,15489.000
442,15436.000
443,15267.000
444,15175.000
445,15222.000
446,15171.000
447,15335.000
448,15331.000
449,15020.000
450,15045.000
451,15396.000
452,15297.000
453,15219.000
454,15303.000
455,15003.000
456,15482.000
457,15179.000
458,14966.000
459,15464.000
460,14958.000
461,15372.000
462,15276.000
463,15295.000
464,15315.000
465,14980.000
466,15176.000
467,15259.000
468,15090.000
469,14892.000
470,15410.000
471,15046.000
472,15449.000
473,15474.000
474,14898.000
475,15105.000
476,15646.000
477,15254.000
478,15234.000
479,15242.000
480,15583.000
481,15404.000
482,15472.000
483,15479.000
484,15234.000
485,15311.000
486,15428.000
487,15275.000
488,15270.000
489,15012.000
490,15386.000
491,14941.000
492,15166.000
493,15037.000
494,15266.000
495,15286.000
496,15098.000
497,15315.000
498,15536.000
499,15405.000
500,15233.000
